1,4
2,13
3,7
4,2
5,18
6,17
7,11
8,23
9,22
10,20
11,2
12,9
13,11
14,19
15,4
16,5
17,6
18,8
19,2
20,0
21,16
22,0
23,25
24,17
25,19
26,1
27,21
28,8
29,24
30,6
31,3
32,23
33,10
34,16
35,10
36,23
37,6
38,19
39,15
40,15
41,16
42,11
43,13
44,1
45,13
46,23
47,10
48,14
49,24
50,0
51,7
52,3
53,22
54,20
55,3
56,14
57,25
58,9
59,15
60,14
61,7
62,2
63,11
64,7
65,23
66,6
67,6
68,20
69,12
70,1
71,24
72,22
73,21
74,8
75,21
76,18
77,15
78,17
79,14
80,19
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,"{'precision': 1.0, 'recall': 0.75, 'f1-score': 0.8571428571428571, 'support': 4}"
1,"{'precision': 0.6666666666666666, 'recall': 1.0, 'f1-score': 0.8, 'support': 2}"
2,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 4}"
3,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 3}"
4,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 2}"
5,"{'precision': 1.0, 'recall': 0.5, 'f1-score': 0.6666666666666666, 'support': 2}"
6,"{'precision': 0.6, 'recall': 0.75, 'f1-score': 0.6666666666666665, 'support': 4}"
7,"{'precision': 0.75, 'recall': 1.0, 'f1-score': 0.8571428571428571, 'support': 3}"
8,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 3}"
9,"{'precision': 1.0, 'recall': 0.5, 'f1-score': 0.6666666666666666, 'support': 4}"
