1,1
2,0
3,4
4,0
5,9
6,0
7,9
8,1
9,1
10,9
11,9
12,0
13,9
14,5
15,9
16,8
17,0
18,9
19,0
20,1
21,8
22,9
23,9
24,5
25,1
26,1
27,1
28,1
29,8
30,5
31,1
32,1
33,1
34,1
35,5
36,9
37,9
38,9
39,0
40,1
41,9
42,3
43,7
44,1
45,1
46,1
47,1
48,1
49,0
50,1
51,9
52,9
53,1
54,9
55,1
56,6
57,4
58,0
59,0
60,5
61,1
62,1
63,9
64,9
65,5
66,3
67,8
68,2
69,9
70,1
71,8
72,1
73,5
74,9
75,9
76,9
77,5
78,4
79,4
80,9
81,0
82,6
83,5
84,1
85,1
86,1
87,5
88,1
89,8
90,8
91,1
92,8
93,5
94,9
95,6
96,3
97,5
98,9
99,9
100,9
101,5
102,0
103,0
104,3
105,1
106,8
107,9
108,1
109,9
110,5
111,9
112,9
113,0
114,9
115,9
116,1
117,9
118,9
119,9
120,1
121,9
122,9
123,9
124,1
125,9
126,1
127,1
128,5
129,8
130,9
131,9
132,3
133,5
134,9
135,8
136,1
137,0
138,9
139,9
140,5
141,5
142,1
143,1
144,1
145,9
146,0
147,5
148,1
149,5
150,8
151,9
152,8
153,9
154,1
155,8
156,8
157,9
158,5
159,9
160,3
161,0
162,4
163,5
164,2
165,9
166,1
167,9
168,7
169,1
170,1
171,1
172,2
173,5
174,0
175,1
176,0
177,5
178,0
179,9
180,5
181,6
182,0
183,5
184,0
185,1
186,0
187,1
188,0
189,9
190,1
191,7
192,8
193,5
194,1
195,0
196,0
197,1
198,0
199,4
200,1
201,0
202,1
203,9
204,9
205,7
206,1
207,8
208,0
209,9
210,9
211,9
212,9
213,1
214,5
215,8
216,0
217,1
218,0
219,9
220,8
221,0
222,8
223,3
224,9
225,3
226,1
227,1
228,9
229,4
230,9
231,9
232,1
233,9
234,8
235,5
236,1
237,0
238,0
239,9
240,1
241,5
242,1
243,9
244,5
245,1
246,0
247,1
248,5
249,1
250,0
251,7
252,1
253,6
254,2
255,9
256,5
257,9
258,0
259,1
260,2
261,7
262,1
263,2
264,0
265,5
266,1
267,1
268,9
269,1
270,9
271,9
272,8
273,1
274,9
275,4
276,0
277,8
278,9
279,9
280,1
281,9
282,3
283,9
284,5
285,1
286,0
287,1
288,5
289,8
290,1
291,0
292,8
293,1
294,9
295,1
296,9
297,1
298,9
299,5
300,1
301,8
302,4
303,0
304,5
305,9
306,4
307,9
308,9
309,8
310,2
311,0
312,1
313,1
314,6
315,8
316,9
317,0
318,9
319,8
320,8
321,0
322,1
323,0
324,8
325,1
326,9
327,9
328,1
329,5
330,0
331,2
332,7
333,2
334,7
335,1
336,1
337,9
338,1
339,5
340,9
341,1
342,5
343,9
344,1
345,1
346,3
347,8
348,0
349,1
350,5
351,5
352,1
353,6
354,5
355,4
356,0
357,9
358,8
359,0
360,1
361,1
362,5
363,0
364,5
365,9
366,8
367,7
368,1
369,9
370,4
371,8
372,1
373,9
374,5
375,0
376,1
377,9
378,2
379,6
380,6
381,1
382,1
383,9
384,6
385,4
386,4
387,6
388,9
389,1
390,1
391,4
392,9
393,4
394,1
395,5
396,1
397,8
398,5
399,1
400,1
401,0
402,4
403,1
404,9
405,1
406,5
407,9
408,3
409,8
410,0
411,4
412,5
413,1
414,5
415,0
416,3
417,9
418,0
419,1
420,1
421,1
422,0
423,1
424,9
425,0
426,8
427,9
428,9
429,9
430,5
431,2
432,8
433,0
434,0
435,0
436,1
437,5
438,5
439,9
440,8
441,2
442,4
443,0
444,0
445,0
446,1
447,1
448,0
449,0
450,5
451,0
452,4
453,9
454,8
455,0
456,5
457,5
458,1
459,9
460,1
461,9
462,4
463,9
464,8
465,9
466,1
467,1
468,1
469,1
470,1
471,9
472,9
473,1
474,1
475,5
476,1
477,1
478,9
479,7
480,5
481,0
482,1
483,6
484,0
485,4
486,8
487,5
488,5
489,9
490,1
491,6
492,8
493,5
494,8
495,8
496,9
497,9
498,0
499,7
500,1
501,9
502,0
503,1
504,1
505,4
506,9
507,5
508,9
509,1
510,1
511,0
512,9
513,9
514,1
515,5
516,9
517,9
518,0
519,9
